Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
62,10002,Registered building set,provisional attachment,20141222,Private,50000000
62,10003,Registered building set,provisional attachment,20150313,Private,50809863
62,10004,Registered building set,real distress,20150421,Public,0
62,10005,Registered building set,provisional attachment,20150507,Private,37716275
62,10006,Registered building set,compulsion,20150702,Private,0
62,10007,Registered building set,provisional attachment,20150824,Private,75000000
62,10008,Registered building set,compulsion,20160512,Private,0
62,10009,Registered building set,right to lease on a deposit basis,20140915,Private,420000000
63,10001,Registered building set,ownership transfer,20030625,Private,0
63,10002,Registered building set,provisional attachment,20150625,Public,134640000
63,10003,Registered building set,random auction,20150702,Public,0
63,10004,Registered building set,provisional attachment,20150803,Public,1477163649
63,10005,Registered building set,provisional attachment,20150807,Public,621526765
63,10006,Registered building set,provisional attachment,20150810,Public,24939658
63,10007,Registered building set,mortgage,20120618,Public,1200000000
64,10001,Registered building set,ownership transfer,20020603,Private,0
64,10002,Registered building set,real distress,20130117,Public,0
64,10003,Registered building set,real distress,20130117,Public,0
64,10004,Registered building set,provisional attachment,20130822,Public,18203067
64,10005,Registered building set,real distress,20130916,Public,0
64,10006,Registered building set,provisional attachment,20131029,Public,34352866
64,10007,Registered building set,provisional attachment,20131205,Private,21133700
64,10008,Registered building set,real distress,20140328,Public,0
64,10009,Registered building set,real distress,20140721,Public,0
64,10010,Registered building set,provisional attachment,20140901,Public,24068746
64,10011,Registered building set,real distress,20140903,Public,0
64,10012,Registered building set,random auction,20150706,Public,0
64,10013,Registered building set,real distress,20151102,Public,0
64,10014,Registered building set,real distress,20160129,Public,0
64,10015,Registered building set,mortgage,20091127,Public,130000000
65,10001,Registered building set,ownership transfer,20080125,Private,0
65,10002,Registered building set,provisional attachment,20130828,Private,74000000
65,10003,Registered building set,compulsion,20150708,Private,0
66,10001,Registered building set,ownership transfer,20021228,Private,0
66,10002,Registered building set,provisional attachment,20150707,Public,462870000
66,10003,Registered building set,random auction,20150710,Public,0
66,10004,Registered building set,provisional attachment,20150714,Public,243950000
66,10005,Registered building set,provisional attachment,20150728,Public,24211773
66,10006,Registered building set,provisional attachment,20150803,Public,298996590
66,10007,Registered building set,provisional attachment,20150828,Public,7424468
66,10008,Registered building set,provisional attachment,20150831,Public,15472994
66,10009,Registered building set,real distress,20151028,Public,0
66,10010,Registered building set,mortgage,20130723,Public,960000000
67,10001,Registered building set,ownership transfer,20111027,Private,0
67,10002,Registered building set,real distress,20140630,Public,0
67,10003,Registered building set,random auction,20150710,Public,0
67,10004,Registered building set,random auction,20150812,Private,0
67,10005,Registered building set,real distress,20160321,Public,0
67,10006,Registered building set,mortgage,20111027,Public,954200000
67,10007,Registered building set,the right of pledge,20151126,Public,954200000
67,10008,Registered building set,mortgage,20140801,Private,208000000
68,10001,Registered building set,ownership transfer,19880210,Private,0
68,10002,Registered building set,real distress,20150119,Public,0
68,10003,Registered building set,random auction,20150722,Private,0
68,10004,Registered building set,mortgage,20141127,Private,845000000
68,10005,Registered building set,the right of pledge,20141215,Public,845000000
68,10006,Registered building set,right to lease on a deposit basis,20141127,Private,10000000
68,10007,Registered building set,mortgage,20141127,Public,13000000
69,10001,Registered building set,ownership transfer,20010514,Private,0
69,10002,Registered building set,provisional attachment,20150506,Public,100000000
69,10003,Registered building set,provisional attachment,20150515,Public,850000000
69,10004,Registered building set,provisional attachment,20150520,Public,1035671340
69,10005,Registered building set,provisional attachment,20150528,Public,180000000
69,10006,Registered building set,random auction,20150717,Private,0
69,10007,Registered building set,random auction,20150902,Public,0
69,10008,Registered building set,provisional attachment,20150917,Public,36459929
69,10009,Registered building set,mortgage,20130325,Public,960000000
69,10010,Registered building set,the right of pledge,20151027,Public,960000000
69,10011,Registered building set,mortgage,20140923,Public,240000000
69,10012,Registered building set,the right of pledge,20151027,Public,240000000
69,10013,Registered building set,the right of pledge,20151104,Private,140000000
69,10014,Registered building set,mortgage,20150109,Private,700000000
70,10001,Registered building set,ownership transfer,20150402,Private,0
70,10002,Registered building set,random auction,20150724,Public,0
70,10003,Registered building set,mortgage,20091013,Public,1000000000
71,10001,Registered building set,ownership transfer,20160822,Private,0
71,10002,Registered building set,random auction,20150724,Public,0
71,10003,Registered building set,real distress,20161223,Public,0
71,10004,Registered building set,real distress,20161223,Public,0
71,10005,Registered building set,real distress,20161223,Public,0
71,10006,Registered building set,real distress,20161223,Public,0
71,10007,Registered building set,real distress,20161223,Public,0
71,10008,Registered building set,real distress,20161223,Public,0
71,10009,Registered building set,real distress,20161223,Public,0
71,10010,Registered building set,mortgage,20140729,Public,360000000
71,10011,Registered building set,mortgage,20140729,Private,400000000
72,10001,Registered building set,ownership transfer,20050721,Private,0
72,10002,Registered building set,random auction,20150805,Public,0
72,10003,Registered building set,mortgage,20060302,Public,240000000
72,10004,Registered building set,mortgage,20070418,Public,120000000
72,10005,Registered building set,mortgage,20070418,Public,400000000
72,10006,Registered building set,mortgage,20070911,Public,120000000
73,10001,Registered building set,ownership transfer,20110916,Private,0
73,10002,Registered building set,random auction,20150729,Public,0
73,10003,Registered building set,random auction,20150805,Public,0
73,10004,Registered building set,mortgage,20060516,Public,208000000
73,10005,Registered building set,mortgage,20091207,Public,455216000
73,10006,Registered building set,mortgage,20100723,Public,150000000
73,19995,Other registration,,99999999,Private,0
74,10001,Registered building set,ownership transfer,20000720,Private,0
74,10002,Registered building set,random auction,20150807,Public,0
74,10003,Registered building set,provisional attachment,20150817,Public,14375567
74,10004,Registered building set,provisional attachment,20150831,Public,7990976
74,10005,Registered building set,provisional attachment,20150914,Public,15611450
74,10006,Registered building set,mortgage,20000725,Public,132000000
74,10007,Registered building set,mortgage,20001010,Public,26000000
74,10008,Registered building set,mortgage,20011215,Public,65000000
74,10009,Registered building set,mortgage,20020423,Public,65000000
74,10010,Registered building set,mortgage,20080620,Public,172000000
75,10001,Registered building set,ownership transfer,20070608,Private,0
